n,max_load
171,3
171,3
171,3
171,3
171,3
171,3
171,3
171,3
171,4
171,3
171,3
171,3
171,3
171,4
171,2
171,3
171,3
171,3
171,3
171,3
171,3
171,4
171,3
171,3
171,4
171,3
171,3
171,3
171,3
171,3
171,3
171,3
171,3
171,3
171,3
171,3
171,3
171,3
171,2
171,3
171,3
171,3
171,3
171,3
171,3
171,4
171,3
171,3
171,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,4
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,4
172,3
172,3
172,3
172,3
172,3
172,3
172,3
172,3
173,2
173,4
173,3
173,3
173,3
173,4
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,3
173,4
173,3
173,3
173,3
173,3
173,3
173,3
173,2
173,3
173,3
173,3
173,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,4
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,4
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,3
174,4
174,3
174,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,4
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
175,3
176,3
176,3
176,3
176,3
176,3
176,3
176,4
176,3
176,3
176,3
176,3
176,4
176,3
176,3
176,3
176,3
176,3
176,3
176,3
176,3
176,3
176,3
176,4
176,4
176,3
176,3
176,4
176,3
176,3
176,3
176,3
176,3
176,3
176,3
176,3
176,3
176,3
176,3
176,3
176,3
176,3
176,3
176,3
176,3
176,3
176,4
176,3
176,3
176,3
176,4
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,4
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,2
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
177,3
178,3
178,3
178,3
178,2
178,3
178,3
178,3
178,3
178,3
178,3
178,4
178,2
178,3
178,4
178,3
178,3
178,3
178,3
178,3
178,3
178,3
178,3
178,3
178,3
178,3
178,4
178,3
178,3
178,3
178,3
178,3
178,3
178,3
178,3
178,3
178,2
178,4
178,3
178,3
178,3
178,3
178,3
178,3
178,3
178,3
178,3
178,4
178,3
178,4
178,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,4
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,3
179,4
179,4
179,3
179,3
180,3
180,3
180,4
180,3
180,3
180,3
180,3
180,3
180,3
180,3
180,3
180,3
180,3
180,3
180,3
180,4
180,3
180,3
180,3
180,3
180,3
180,3
180,3
180,4
180,3
180,4
180,3
180,3
180,2
180,3
180,3
180,3
180,3
180,3
180,3
180,4
180,3
180,3
180,4
180,3
180,3
180,3
180,3
180,3
180,3
180,3
180,3
180,3
180,3
180,3
181,3
181,3
181,3
181,3
181,3
181,3
181,4
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,4
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,3
181,4
181,3
181,3
182,3
182,3
182,3
182,3
182,3
182,3
182,4
182,3
182,3
182,3
182,3
182,3
182,3
182,3
182,3
182,3
182,3
182,4
182,3
182,3
182,3
182,3
182,3
182,3
182,3
182,3
182,3
182,3
182,3
182,4
182,3
182,3
182,3
182,3
182,3
182,3
182,4
182,3
182,3
182,3
182,3
182,3
182,3
182,3
182,3
182,3
182,3
182,3
182,3
182,3
183,3
183,3
183,4
183,4
183,3
183,3
183,4
183,3
183,3
183,2
183,3
183,3
183,4
183,3
183,3
183,2
183,3
183,2
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,3
183,4
183,3
184,3
184,3
184,3
184,3
184,3
184,3
184,3
184,3
184,3
184,3
184,3
184,3
184,3
184,3
184,3
184,3
184,3
184,2
184,3
184,3
184,3
184,3
184,3
184,3
184,3
184,3
184,3
184,3
184,4
184,4
184,3
184,3
184,3
184,3
184,3
184,4
184,3
184,3
184,3
184,3
184,3
184,3
184,3
184,2
184,3
184,3
184,3
184,3
184,3
184,3
185,3
185,3
185,3
185,3
185,3
185,3
185,3
185,3
185,3
185,3
185,2
185,3
185,3
185,3
185,3
185,3
185,3
185,3
185,3
185,3
185,3
185,3
185,3
185,3
185,4
185,3
185,3
185,3
185,3
185,3
185,3
185,3
185,3
185,3
185,3
185,3
185,3
185,3
185,2
185,3
185,3
185,2
185,3
185,3
185,3
185,4
185,3
185,3
185,3
185,3
186,3
186,3
186,3
186,3
186,4
186,4
186,3
186,2
186,3
186,3
186,3
186,3
186,3
186,3
186,3
186,4
186,3
186,3
186,3
186,3
186,3
186,2
186,3
186,3
186,3
186,3
186,3
186,3
186,3
186,3
186,3
186,3
186,3
186,3
186,3
186,3
186,3
186,3
186,3
186,3
186,3
186,3
186,3
186,3
186,3
186,3
186,4
186,3
186,3
186,3
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,4
187,3
187,3
187,3
187,3
187,3
187,3
187,4
187,3
187,2
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,4
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,4
187,3
187,3
187,3
187,3
187,3
188,3
188,3
188,3
188,3
188,4
188,3
188,3
188,3
188,3
188,3
188,3
188,3
188,2
188,3
188,3
188,3
188,3
188,3
188,3
188,3
188,3
188,3
188,3
188,2
188,3
188,3
188,4
188,3
188,3
188,3
188,3
188,3
188,3
188,3
188,3
188,3
188,3
188,3
188,3
188,3
188,3
188,3
188,3
188,4
188,3
188,3
188,3
188,3
188,3
188,3
189,4
189,3
189,3
189,3
189,3
189,3
189,3
189,3
189,4
189,3
189,3
189,3
189,4
189,4
189,3
189,3
189,3
189,3
189,3
189,4
189,3
189,3
189,3
189,3
189,3
189,3
189,3
189,3
189,4
189,2
189,3
189,3
189,3
189,3
189,3
189,3
189,3
189,3
189,3
189,3
189,3
189,3
189,3
189,3
189,3
189,3
189,3
189,3
189,3
189,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,4
190,3
190,3
190,3
190,3
190,3
190,3
190,4
190,3
190,2
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,3
190,2
190,3
190,3
191,3
191,4
191,3
191,4
191,3
191,3
191,3
191,3
191,3
191,3
191,3
191,3
191,3
191,3
191,3
191,3
191,4
191,3
191,3
191,3
191,3
191,3
191,3
191,3
191,4
191,3
191,2
191,3
191,3
191,3
191,3
191,3
191,3
191,3
191,3
191,4
191,3
191,3
191,3
191,3
191,3
191,3
191,3
191,3
191,3
191,4
191,3
191,3
191,3
191,3
192,3
192,4
192,3
192,3
192,3
192,3
192,3
192,3
192,3
192,3
192,3
192,3
192,3
192,3
192,4
192,3
192,3
192,3
192,3
192,3
192,4
192,3
192,3
192,3
192,3
192,3
192,3
192,3
192,3
192,3
192,2
192,3
192,3
192,3
192,3
192,3
192,3
192,3
192,3
192,3
192,3
192,3
192,3
192,4
192,3
192,3
192,3
192,3
192,3
192,3
193,4
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,2
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,3
193,4
193,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,3
194,2
194,3
194,3
194,3
194,3
194,4
194,3
194,3
194,4
194,3
194,2
194,3
194,3
194,3
194,3
194,3
194,3
194,3
195,3
195,4
195,3
195,3
195,3
195,3
195,3
195,3
195,3
195,3
195,3
195,4
195,3
195,3
195,3
195,3
195,3
195,3
195,3
195,3
195,3
195,3
195,4
195,3
195,3
195,3
195,3
195,3
195,3
195,3
195,3
195,3
195,3
195,3
195,2
195,3
195,3
195,3
195,3
195,3
195,3
195,3
195,3
195,3
195,3
195,3
195,3
195,3
195,3
195,3
196,3
196,2
196,3
196,3
196,2
196,3
196,3
196,3
196,3
196,3
196,3
196,3
196,3
196,3
196,3
196,3
196,3
196,3
196,4
196,3
196,3
196,3
196,3
196,2
196,3
196,2
196,3
196,3
196,3
196,3
196,4
196,3
196,3
196,3
196,3
196,3
196,3
196,4
196,3
196,3
196,3
196,3
196,3
196,3
196,4
196,3
196,3
196,3
196,3
196,3
197,3
197,3
197,3
197,3
197,4
197,3
197,3
197,3
197,3
197,4
197,3
197,3
197,3
197,3
197,3
197,3
197,3
197,3
197,3
197,3
197,3
197,3
197,4
197,3
197,3
197,3
197,3
197,3
197,3
197,3
197,3
197,3
197,3
197,4
197,3
197,3
197,3
197,3
197,3
197,3
197,3
197,3
197,4
197,3
197,3
197,3
197,3
197,3
197,3
197,4
198,3
198,3
198,3
198,3
198,4
198,4
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,4
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,3
198,2
198,3
198,3
198,4
199,3
199,3
199,3
199,4
199,3
199,3
199,3
199,3
199,3
199,3
199,3
199,3
199,2
199,3
199,3
199,3
199,3
199,3
199,3
199,3
199,3
199,3
199,3
199,3
199,3
199,3
199,3
199,3
199,3
199,4
199,3
199,3
199,3
199,3
199,3
199,2
199,3
199,3
199,3
199,3
199,3
199,3
199,3
199,3
199,3
199,2
199,3
199,3
199,4
199,2
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,4
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,4
200,4
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
200,3
201,3
201,3
201,3
201,3
201,4
201,3
201,3
201,3
201,3
201,3
201,3
201,3
201,3
201,4
201,3
201,3
201,3
201,3
201,3
201,3
201,3
201,3
201,3
201,3
201,3
201,3
201,3
201,3
201,3
201,3
201,3
201,3
201,3
201,3
201,4
201,3
201,3
201,3
201,3
201,3
201,4
201,4
201,3
201,3
201,3
201,3
201,3
201,3
201,3
201,3
202,2
202,3
202,3
202,3
202,3
202,3
202,3
202,3
202,3
202,3
202,3
202,3
202,3
202,3
202,3
202,3
202,3
202,3
202,3
202,3
202,3
202,3
202,2
202,3
202,3
202,2
202,3
202,3
202,3
202,3
202,3
202,4
202,3
202,3
202,3
202,3
202,3
202,2
202,3
202,3
202,3
202,3
202,4
202,3
202,3
202,3
202,3
202,3
202,3
202,4
203,3
203,3
203,3
203,3
203,4
203,3
203,4
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
203,3
204,3
204,3
204,3
204,4
204,3
204,3
204,4
204,3
204,3
204,3
204,4
204,3
204,3
204,3
204,2
204,3
204,3
204,3
204,3
204,3
204,3
204,3
204,3
204,3
204,3
204,3
204,4
204,4
204,3
204,3
204,3
204,3
204,3
204,3
204,4
204,4
204,3
204,3
204,3
204,3
204,3
204,4
204,3
204,3
204,3
204,3
204,3
204,3
204,4
204,3
205,2
205,3
205,3
205,4
205,2
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,3
205,4
205,3
205,4
205,3
205,3
205,3
205,3
205,3
205,3
205,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,2
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
206,3
207,3
207,3
207,4
207,3
207,3
207,3
207,3
207,3
207,4
207,3
207,3
207,3
207,3
207,3
207,3
207,2
207,3
207,3
207,3
207,4
207,3
207,3
207,3
207,3
207,3
207,3
207,3
207,4
207,3
207,3
207,3
207,3
207,3
207,3
207,3
207,3
207,3
207,3
207,3
207,3
207,3
207,3
207,3
207,3
207,3
207,3
207,4
207,3
207,3
207,3
208,3
208,3
208,3
208,3
208,3
208,4
208,3
208,3
208,3
208,3
208,3
208,3
208,4
208,3
208,4
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
208,3
209,3
209,3
209,3
209,3
209,4
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,4
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,4
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,3
209,3
210,3
210,3
210,3
210,3
210,3
210,3
210,3
210,3
210,3
210,4
210,3
210,3
210,3
210,3
210,3
210,3
210,3
210,3
210,3
210,3
210,2
210,3
210,3
210,4
210,3
210,3
210,3
210,3
210,3
210,4
210,3
210,3
210,3
210,3
210,3
210,3
210,3
210,3
210,3
210,3
210,3
210,3
210,3
210,3
210,3
210,3
210,4
210,3
210,3
210,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,4
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,4
211,3
211,3
211,3
211,3
211,3
211,3
211,4
211,3
211,3
211,3
211,4
211,3
211,3
211,3
211,3
211,3
211,3
212,3
212,3
212,3
212,3
212,3
212,3
212,3
212,3
212,3
212,3
212,2
212,3
212,3
212,3
212,3
212,3
212,3
212,3
212,3
212,4
212,3
212,3
212,3
212,4
212,3
212,4
212,3
212,3
212,3
212,3
212,3
212,3
212,3
212,3
212,4
212,3
212,2
212,3
212,3
212,3
212,3
212,4
212,3
212,4
212,3
212,3
212,3
212,4
212,4
212,3
213,3
213,3
213,3
213,4
213,3
213,3
213,3
213,3
213,3
213,3
213,3
213,3
213,3
213,3
213,3
213,3
213,3
213,3
213,3
213,4
213,3
213,4
213,3
213,3
213,3
213,3
213,3
213,3
213,3
213,3
213,3
213,3
213,3
213,3
213,3
213,3
213,3
213,3
213,3
213,3
213,3
213,4
213,3
213,4
213,3
213,3
213,3
213,4
213,3
213,4
214,3
214,3
214,2
214,4
214,3
214,3
214,3
214,3
214,3
214,3
214,3
214,4
214,3
214,3
214,3
214,3
214,3
214,3
214,3
214,3
214,3
214,4
214,3
214,3
214,3
214,3
214,3
214,4
214,3
214,3
214,3
214,3
214,3
214,3
214,3
214,3
214,2
214,3
214,3
214,3
214,3
214,3
214,3
214,3
214,3
214,3
214,3
214,3
214,3
214,3
215,3
215,3
215,3
215,3
215,2
215,3
215,3
215,3
215,3
215,3
215,3
215,4
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,4
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
215,3
216,3
216,3
216,3
216,3
216,3
216,3
216,3
216,4
216,3
216,3
216,4
216,3
216,3
216,3
216,3
216,3
216,3
216,3
216,3
216,3
216,3
216,3
216,3
216,3
216,3
216,3
216,3
216,3
216,3
216,3
216,3
216,3
216,4
216,3
216,2
216,4
216,3
216,3
216,3
216,3
216,3
216,3
216,3
216,3
216,3
216,3
216,4
216,3
216,3
216,3
217,3
217,3
217,3
217,3
217,3
217,3
217,3
217,3
217,3
217,4
217,3
217,3
217,3
217,3
217,3
217,3
217,3
217,3
217,3
217,3
217,3
217,3
217,3
217,3
217,3
217,3
217,3
217,3
217,4
217,3
217,3
217,3
217,3
217,3
217,3
217,3
217,4
217,3
217,3
217,3
217,3
217,3
217,3
217,3
217,4
217,3
217,3
217,3
217,3
217,3
218,3
218,3
218,3
218,3
218,3
218,3
218,3
218,3
218,4
218,3
218,3
218,3
218,3
218,3
218,3
218,3
218,3
218,3
218,3
218,4
218,3
218,3
218,3
218,3
218,3
218,4
218,3
218,3
218,3
218,3
218,3
218,3
218,3
218,3
218,3
218,3
218,3
218,3
218,3
218,3
218,3
218,3
218,3
218,3
218,4
218,3
218,3
218,4
218,3
218,3
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,2
219,4
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,4
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,3
219,4
219,3
219,3
219,3
219,3
219,3
220,3
220,4
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,4
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,4
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
220,3
221,4
221,3
221,3
221,3
221,3
221,3
221,3
221,4
221,3
221,3
221,3
221,3
221,3
221,3
221,3
221,3
221,3
221,3
221,3
221,4
221,3
221,3
221,3
221,3
221,3
221,4
221,3
221,2
221,3
221,3
221,3
221,3
221,3
221,3
221,3
221,3
221,4
221,3
221,3
221,3
221,3
221,3
221,3
221,3
221,3
221,3
221,3
221,3
221,3
221,3
222,4
222,3
222,4
222,3
222,3
222,3
222,2
222,3
222,3
222,3
222,3
222,3
222,3
222,3
222,4
222,3
222,3
222,3
222,4
222,3
222,3
222,3
222,3
222,3
222,3
222,3
222,3
222,3
222,4
222,3
222,3
222,3
222,3
222,3
222,3
222,3
222,3
222,4
222,3
222,3
222,3
222,3
222,3
222,3
222,3
222,3
222,3
222,3
222,3
222,3
223,3
223,3
223,4
223,3
223,3
223,3
223,3
223,3
223,4
223,3
223,3
223,3
223,3
223,3
223,3
223,3
223,3
223,3
223,3
223,3
223,3
223,3
223,3
223,3
223,3
223,3
223,2
223,3
223,3
223,3
223,3
223,3
223,3
223,4
223,3
223,3
223,3
223,3
223,3
223,3
223,3
223,3
223,4
223,3
223,3
223,4
223,3
223,3
223,3
223,3
224,2
224,3
224,2
224,3
224,3
224,3
224,3
224,3
224,3
224,3
224,3
224,3
224,3
224,3
224,3
224,3
224,3
224,3
224,4
224,3
224,3
224,3
224,3
224,3
224,3
224,3
224,2
224,3
224,3
224,4
224,3
224,3
224,3
224,3
224,4
224,3
224,3
224,3
224,3
224,3
224,3
224,3
224,3
224,3
224,3
224,3
224,3
224,3
224,3
224,3
225,3
225,3
225,3
225,4
225,4
225,3
225,3
225,3
225,3
225,3
225,3
225,3
225,3
225,3
225,3
225,3
225,3
225,3
225,3
225,3
225,4
225,3
225,3
225,3
225,3
225,3
225,3
225,3
225,3
225,3
225,3
225,3
225,3
225,3
225,4
225,3
225,3
225,3
225,3
225,4
225,3
225,3
225,3
225,3
225,3
225,3
225,3
225,3
225,4
225,3
226,4
226,3
226,3
226,4
226,3
226,3
226,3
226,3
226,3
226,3
226,3
226,3
226,3
226,3
226,3
226,3
226,3
226,3
226,4
226,3
226,3
226,3
226,3
226,3
226,3
226,3
226,2
226,3
226,3
226,3
226,3
226,3
226,4
226,3
226,3
226,4
226,3
226,3
226,3
226,3
226,3
226,3
226,3
226,3
226,3
226,3
226,3
226,3
226,4
226,3
227,3
227,3
227,3
227,3
227,3
227,3
227,4
227,3
227,3
227,4
227,3
227,3
227,3
227,3
227,3
227,3
227,3
227,3
227,3
227,3
227,3
227,3
227,3
227,3
227,3
227,3
227,3
227,3
227,4
227,3
227,3
227,3
227,3
227,3
227,3
227,3
227,4
227,3
227,3
227,3
227,3
227,3
227,3
227,3
227,3
227,3
227,3
227,3
227,2
227,3
228,3
228,3
228,4
228,3
228,3
228,3
228,3
228,3
228,3
228,3
228,3
228,3
228,3
228,3
228,3
228,3
228,3
228,3
228,4
228,3
228,3
228,3
228,3
228,3
228,3
228,3
228,3
228,3
228,3
228,3
228,4
228,4
228,3
228,3
228,3
228,3
228,3
228,3
228,3
228,4
228,3
228,3
228,4
228,3
228,3
228,3
228,3
228,3
228,3
228,3
229,3
229,3
229,3
229,3
229,4
229,3
229,3
229,3
229,3
229,3
229,3
229,3
229,3
229,3
229,3
229,3
229,3
229,3
229,3
229,3
229,3
229,3
229,3
229,3
229,2
229,3
229,3
229,3
229,3
229,3
229,3
229,3
229,3
229,3
229,3
229,3
229,3
229,3
229,4
229,4
229,3
229,3
229,3
229,3
229,3
229,3
229,3
229,3
229,4
229,4
230,3
230,3
230,3
230,3
230,3
230,3
230,3
230,3
230,3
230,3
230,3
230,3
230,3
230,3
230,3
230,3
230,3
230,4
230,3
230,3
230,3
230,3
230,3
230,3
230,3
230,3
230,3
230,2
230,3
230,3
230,3
230,3
230,3
230,4
230,3
230,4
230,3
230,3
230,4
230,3
230,3
230,3
230,3
230,3
230,3
230,3
230,3
230,4
230,4
230,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,4
231,3
231,3
231,4
231,3
231,3
231,4
231,3
231,3
231,4
231,3
231,3
231,4
231,4
231,3
231,4
231,3
231,2
231,3
231,3
231,3
231,4
231,3
231,3
231,4
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
231,3
232,3
232,3
232,3
232,3
232,3
232,3
232,3
232,3
232,3
232,3
232,3
232,3
232,3
232,3
232,3
232,3
232,3
232,3
232,4
232,3
232,2
232,3
232,3
232,3
232,3
232,3
232,4
232,3
232,3
232,3
232,3
232,3
232,3
232,3
232,3
232,4
232,2
232,3
232,3
232,3
232,3
232,3
232,3
232,3
232,3
232,3
232,4
232,3
232,3
232,3
233,4
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
234,3
234,3
234,3
234,3
234,3
234,3
234,4
234,3
234,3
234,3
234,3
234,3
234,3
234,3
234,3
234,3
234,3
234,3
234,3
234,3
234,3
234,3
234,3
234,3
234,3
234,3
234,3
234,3
234,3
234,3
234,4
234,3
234,3
234,3
234,3
234,3
234,3
234,3
234,3
234,3
234,3
234,4
234,3
234,3
234,3
234,3
234,3
234,3
234,3
234,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,4
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,3
235,4
236,3
236,4
236,3
236,3
236,3
236,3
236,3
236,3
236,3
236,3
236,3
236,4
236,3
236,3
236,3
236,3
236,3
236,3
236,3
236,3
236,3
236,3
236,3
236,3
236,3
236,3
236,3
236,3
236,4
236,3
236,3
236,3
236,3
236,3
236,4
236,3
236,3
236,4
236,3
236,4
236,3
236,3
236,3
236,3
236,3
236,3
236,4
236,3
236,3
236,3
237,3
237,3
237,3
237,3
237,3
237,4
237,3
237,3
237,3
237,3
237,3
237,3
237,4
237,3
237,4
237,3
237,3
237,3
237,3
237,3
237,3
237,3
237,3
237,3
237,3
237,3
237,3
237,3
237,3
237,3
237,4
237,3
237,3
237,3
237,3
237,3
237,3
237,3
237,3
237,3
237,3
237,3
237,3
237,3
237,3
237,3
237,3
237,3
237,4
237,3
238,3
238,3
238,3
238,3
238,3
238,3
238,3
238,3
238,3
238,3
238,2
238,4
238,3
238,3
238,3
238,3
238,3
238,3
238,3
238,3
238,4
238,3
238,3
238,3
238,3
238,3
238,3
238,3
238,3
238,3
238,3
238,3
238,3
238,3
238,3
238,3
238,3
238,4
238,3
238,3
238,3
238,3
238,3
238,2
238,3
238,3
238,3
238,3
238,3
238,3
239,2
239,3
239,3
239,3
239,3
239,4
239,3
239,3
239,3
239,3
239,4
239,3
239,3
239,3
239,3
239,4
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,3
239,4
239,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,4
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,3
240,4
