d,score
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,3
4,2
4,2
4,2
4,3
4,2
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,3
4,2
4,2
4,2
4,2
4,2
4,3
4,2
4,3
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,3
4,2
4,2
4,3
4,2
4,2
4,3
4,3
4,2
4,2
4,3
4,3
4,3
4,3
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,3
4,2
4,2
4,3
4,3
4,3
4,2
4,2
4,2
4,3
4,3
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,2
4,3
4,2
4,2
4,3
4,2
4,3
4,3
4,3
4,3
4,2
4,2
4,3
4,2
4,4
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,2
4,2
4,3
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,3
4,2
4,3
4,2
4,3
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,2
4,2
4,3
4,2
4,3
4,2
4,2
4,2
4,2
4,3
4,3
4,3
4,2
4,2
4,2
4,3
4,3
4,3
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,3
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,3
4,2
4,3
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,2
4,2
4,3
4,3
4,2
4,3
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,2
4,2
4,2
4,3
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,3
4,3
4,2
4,2
4,3
4,3
4,2
4,3
4,2
4,2
4,3
4,2
4,3
4,2
4,3
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,3
4,2
4,2
4,2
4,2
4,3
4,2
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,3
4,3
4,2
4,2
4,3
4,2
4,3
4,4
4,2
4,3
4,2
4,2
4,2
4,3
4,3
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,3
4,2
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,3
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,2
4,2
4,3
4,2
4,2
4,2
4,3
4,2
4,2
4,3
4,3
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,2
4,2
4,2
4,3
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,3
4,3
4,3
4,2
4,2
4,2
4,2
4,3
4,3
4,2
4,2
4,2
4,3
4,3
4,2
4,3
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,2
4,2
4,3
4,2
4,3
4,3
4,3
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,2
4,3
4,2
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,3
4,3
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,3
4,2
4,3
4,2
4,2
4,3
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,3
4,2
4,2
4,3
4,2
4,3
4,3
4,3
4,3
5,2
5,3
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,3
5,3
5,2
5,2
5,3
5,2
5,3
5,3
5,2
5,2
5,2
5,3
5,2
5,3
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,3
5,2
5,2
5,2
5,3
5,2
5,3
5,3
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,3
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,3
5,2
5,2
5,2
5,3
5,3
5,2
5,2
5,2
5,3
5,2
5,2
5,3
5,3
5,2
5,3
5,2
5,2
5,2
5,2
5,3
5,2
5,3
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,3
5,2
5,3
5,3
5,2
5,3
5,3
5,3
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,3
5,2
5,2
5,3
5,3
5,3
5,2
5,2
5,3
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,3
5,2
5,2
5,3
5,3
5,3
5,2
5,2
5,2
5,3
5,3
5,2
5,2
5,2
5,3
5,2
5,3
5,2
5,3
5,3
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,3
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,3
5,2
5,2
5,3
5,2
5,3
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,3
5,2
5,3
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,3
5,2
5,3
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,3
5,2
5,3
5,2
5,2
5,2
5,2
5,3
5,2
5,3
5,2
5,3
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,3
5,3
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,3
5,3
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,3
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,3
5,3
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,3
5,2
5,2
5,3
5,2
5,3
5,2
5,2
5,3
5,3
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,3
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,3
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,3
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,3
5,3
5,3
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,3
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,3
5,2
5,3
5,3
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,3
5,3
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,3
5,3
5,2
5,2
5,3
5,2
5,3
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,3
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,3
5,2
5,3
5,2
5,3
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,3
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,3
5,2
5,3
5,2
5,2
5,2
5,2
5,3
5,3
5,3
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,3
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,3
5,3
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,3
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,3
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,3
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,3
5,3
5,2
5,2
5,3
5,2
5,2
5,2
5,3
5,2
5,3
5,2
5,3
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,3
5,3
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,3
5,2
5,2
5,2
5,2
5,2
5,3
5,3
5,2
5,3
5,2
5,2
5,2
5,3
5,3
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,3
5,3
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,3
5,3
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,3
5,3
5,2
5,2
5,2
5,2
5,2
5,3
5,3
5,2
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,2
5,3
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,3
5,2
5,2
5,3
5,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,3
6,3
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,3
6,2
6,2
6,3
6,3
6,2
6,2
6,3
6,3
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,3
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,3
6,3
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,3
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,3
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,3
6,3
6,3
6,3
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,3
6,3
6,2
6,2
6,3
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,3
6,3
6,2
6,3
6,3
6,2
6,2
6,3
6,2
6,3
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,3
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,3
6,3
6,2
6,2
6,2
6,2
6,2
6,3
6,3
6,3
6,3
6,2
6,2
6,2
6,2
6,2
6,3
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,3
6,3
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,3
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,3
6,3
6,2
6,3
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,3
6,3
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,3
6,2
6,2
6,2
6,3
6,2
6,3
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,2
6,3
6,3
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,4
6,2
6,3
6,2
6,3
6,3
6,2
6,3
6,2
6,2
6,3
6,3
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,3
6,2
6,2
6,2
6,3
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,3
6,2
6,3
6,2
6,3
6,2
6,2
6,3
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,3
6,3
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,3
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,3
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,3
6,2
6,2
6,2
6,2
6,3
6,3
6,2
6,2
6,2
6,3
6,2
6,3
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,3
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,3
6,3
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,3
6,2
6,2
6,3
6,2
6,3
6,2
6,2
6,2
6,2
6,2
6,3
6,3
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,3
6,3
6,2
6,2
6,2
6,2
6,2
6,3
6,2
6,2
6,3
6,2
6,2
6,2
6,2
6,3
6,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,3
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,3
7,2
7,2
7,3
7,2
7,3
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,3
7,3
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,3
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,3
7,2
7,3
7,3
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,3
7,3
7,2
7,3
7,3
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,3
7,2
7,2
7,3
7,2
7,3
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,3
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,3
7,3
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,3
7,2
7,3
7,2
7,3
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,3
7,3
7,2
7,2
7,2
7,2
7,3
7,2
7,3
7,2
7,2
7,2
7,3
7,3
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,3
7,2
7,3
7,3
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,3
7,2
7,2
7,3
7,3
7,3
7,2
7,3
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,3
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,3
7,2
7,2
7,3
7,3
7,2
7,3
7,3
7,2
7,2
7,3
7,2
7,3
7,2
7,2
7,2
7,3
7,3
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,3
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,3
7,3
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,3
7,2
7,3
7,2
7,2
7,3
7,3
7,3
7,2
7,2
7,3
7,3
7,2
7,2
7,3
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,3
7,3
7,3
7,2
7,2
7,3
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,3
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,3
7,2
7,2
7,3
7,3
7,2
7,3
7,2
7,3
7,3
7,2
7,2
7,2
7,2
7,3
7,3
7,2
7,3
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,3
7,2
7,3
7,2
7,3
7,2
7,3
7,3
7,2
7,3
7,3
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,3
7,2
7,3
7,2
7,2
7,2
7,3
7,2
7,2
7,3
7,3
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,3
7,3
7,2
7,3
7,2
7,3
7,2
7,2
7,2
7,3
7,3
7,3
7,3
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,3
7,2
7,3
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,3
7,2
7,3
7,3
7,3
7,3
7,2
7,3
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,3
7,3
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,3
7,3
7,2
7,3
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,3
7,3
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,3
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,3
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,3
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,3
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,3
7,3
7,2
7,3
7,3
7,2
7,2
7,2
7,3
7,3
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,3
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,3
7,2
7,2
7,3
7,2
7,3
7,3
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,2
7,2
7,3
